"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_WELCOME_TO_TREZOR","Welcome to Trezor","Welcome message on welcome page","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Vitejte v Trezoru","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor","Welcome to Trezor"
"TR_GET_STARTED","Get started (5 minutes)","Button on welcome page","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)","Get started (5 minutes)"
"TR_CONTINUE","Continue","Continue button","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue","Continue"
"TR_BACK","Back","Back button","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back","Back"
"TR_SKIP_ALL","Skip onboarding","Button. Skip the entire onboarding process.","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding","Skip onboarding"
"TR_SKIP","Skip","Button. Skip one step","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip","Skip"
"TR_CONTACT_SUPPORT","Contact support","Button to click to contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support","Contact support"
"TR_RETRY","Retry","Retry button","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry","Retry"
"TR_CONNECT_YOUR_DEVICE","Connect your device","Prompt to user to connect his device.","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device","Connect your device"
"TR_SUBMIT","Submit","Button text","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit","Submit"
"TR_WIPE_DEVICE","Wipe device","Button","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device","Wipe device"
"TR_RESET_DEVICE","Reset device","Button.","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device","Reset device"
